Company,BvdID,NACE,IncorpSerial,NumDirectors,Year,TotalAssets,ShareholdersFunds,NetIncome,Revenue,MarketCap,Employees,TotalAssets_m,MarketCap_m,ShareFunds_m,NetIncome_m,Revenue_m,IncorpYear,CompanyKey
PERSONAL ASSETS TRUST PLC,GBSC074582,6430,1981,11,2022,1845.331,1814360.0,106024.0,3197.0,1855.098608518,,1845.331,1855.098608518,1814.36,106.024,3.197,1904.0,PERSONAL ASSETS TRUST
MANX FINANCIAL GROUP PLC,GBIM004908V,6491,1935,8,2022,379.261,29770.0,4674.0,3290.0,25.316050618,168.0,379.261,25.316050618,29.77,4.674,3.29,1904.0,MANX FINANCIAL
MURRAY INCOME TRUST PLC,GBSC012725,9499,1923,11,2022,1127.985,1009255.0,-41101.0,2821.0,970.864691429,,1127.985,970.864691429,1009.255,-41.101,2.821,1904.0,MURRAY INCOME TRUST
CHRYSALIS INVESTMENTS LIMITED,GBGG65432,6619,2018,9,2022,884.935,879582.0,-601292.0,,367.207795789,,884.935,367.207795789,879.582,-601.292,,1904.0,CHRYSALIS INVESTMENTS
CALEDONIA INVESTMENTS PLC,GB00235481,6430,1928,37,2022,3095.4,2798000.0,142900.0,2200.0,1853.098199144,69.0,3095.4,1853.098199144,2798.0,142.9,2.2,1904.0,CALEDONIA INVESTMENTS
FIDELITY SPECIAL VALUES PLC,GB02972628,6430,1994,18,2022,935.28,922599.0,-43431.0,0.0,844.277692782,,935.28,844.277692782,922.599,-43.431,0.0,1904.0,FIDELITY SPECIAL VALUES
SCHRODER ASIAN TOTAL RETURN INVESTMENT COMPANY PLC,GB02153093,6430,1987,24,2022,504.983,457474.0,-70986.0,,431.0527942,,504.983,431.0527942,457.474,-70.986,,1904.0,SCHRODER ASIAN TOTAL RETURN INVESTMENT
DISTRIBUTION FINANCE CAPITAL HOLDINGS PLC,GB11911574,8411,2019,19,2022,582.496,96239.0,9761.0,1353.0,60.088683162,103.0,582.496,60.088683162,96.239,9.761,1.353,1904.0,DISTRIBUTION FINANCE CAPITAL
RTW BIOTECH OPPORTUNITIES LTD.,GBGG66847,9499,2017,49,2022,332.731292944078,288303.039214712,-4384.32353182029,993.53693340626,205.805083533,,332.731292944078,205.805083533,288.303039214712,-4.384323531820289,0.99353693340626,1904.0,RTW BIOTECH OPPORTUNITIES
ABERFORTH SMALLER COMPANIES TRUST PLC,GBSC126524,6430,1990,13,2022,1326.074,1250870.0,-154815.0,209.0,1128.255700889,,1326.074,1128.255700889,1250.87,-154.815,0.209,1904.0,ABERFORTH SMALLER COMPANIES TRUST
CORDIANT DIGITAL INFRASTRUCTURE LIMITED,GBGG68630,9499,2021,32,2022,897.493,875711.0,81176.0,0.0,628.050409841,,897.493,628.050409841,875.711,81.176,0.0,1904.0,CORDIANT DIGITAL INFRASTRUCTURE
JPMORGAN CLAVERHOUSE INVESTMENT TRUST PLC,GB00754577,6430,1963,15,2022,456.206,415800.0,-35248.0,107.0,421.019571,,456.206,421.019571,415.8,-35.248,0.107,1904.0,JPMORGAN CLAVERHOUSE INVESTMENT TRUST
BLACKROCK SMALLER COMPANIES TRUST PLC,GBSC006176,6430,1906,14,2022,836.579,758529.0,-140726.0,,673.851127272,,836.579,673.851127272,758.529,-140.726,,1904.0,BLACKROCK SMALLER COMPANIES TRUST
JPMORGAN EUROPEAN DISCOVERY TRUST PLC,GB02431143,6430,1989,27,2022,902.682,785062.0,-33852.0,113.0,666.118961134,,902.682,666.118961134,785.062,-33.852,0.113,1904.0,JPMORGAN EUROPEAN DISCOVERY TRUST
INTERNATIONAL PUBLIC PARTNERSHIPS LIMITED,GBGG45241,6430,2006,8,2022,3084.884,3039839.0,326897.0,16.0,2897.444650084,,3084.884,2897.444650084,3039.839,326.897,0.016,1904.0,PUBLIC PARTNERSHIPS
GRESHAM HOUSE ENERGY STORAGE FUND PLC,GB11535957,9499,2018,197,2022,842.316,841746.0,217137.0,747.0,874.183925257,,842.316,874.183925257,841.746,217.137,0.747,1904.0,GRESHAM HOUSE ENERGY STORAGE FUND
BLACKROCK THROGMORTON TRUST PLC,GB00594634,6430,1969,6,2022,643.669,633357.0,-295888.0,1526.0,601.895221505,,643.669,601.895221505,633.357,-295.888,1.526,1904.0,BLACKROCK THROGMORTON TRUST
NORTH ATLANTIC SMALLER COMPANIES INVESTMENT TRUST PLC,GB01091347,6430,1973,20,2022,697.054,693356.0,-91038.0,0.0,530.480664972,,697.054,530.480664972,693.356,-91.038,0.0,1904.0,NORTH ATLANTIC SMALLER COMPANIES INVESTMENT TRUST
HENDERSON SMALLER COMPANIES INVESTMENT TRUST PLC,GB00025526,6430,1887,8,2022,905.617,802599.0,-172565.0,134.0,684.999005699,,905.617,684.999005699,802.599,-172.565,0.134,1904.0,HENDERSON SMALLER COMPANIES INVESTMENT TRUST
THE GLOBAL SMALLER COMPANIES TRUST PLC,GB00028264,6430,1889,13,2022,1004.041,945304.0,-9262.0,0.0,858.278095614,,1004.041,858.278095614,945.304,-9.262,0.0,1904.0,GLOBAL SMALLER COMPANIES TRUST
FINSBURY GROWTH & INCOME TRUST PLC,GBSC013958,6430,1926,11,2022,1872.311,1830384.0,-118740.0,694.0,1725.903936,,1872.311,1725.903936,1830.384,-118.74,0.694,1904.0,FINSBURY GROWTH INCOME TRUST
JPMORGAN UK SMALL CAP GROWTH & INCOME PLC,GB02515996,6430,1990,66,2022,286.73,260447.0,-81395.0,71.0,225.179064321,,286.73,225.179064321,260.447,-81.395,0.071,1904.0,JPMORGAN UK SMALL CAP GROWTH INCOME
JPMORGAN EUROPEAN GROWTH & INCOME PLC,GB00237958,6430,1929,39,2022,499.49,455246.0,40598.0,46.0,408.371574204,,499.49,408.371574204,455.246,40.598,0.046,1904.0,JPMORGAN EUROPEAN GROWTH INCOME
THE CITY OF LONDON INVESTMENT TRUST PLC,GB00034871,6430,1891,9,2022,1935.068,1796657.0,99234.0,0.0,1840.857723942,,1935.068,1840.857723942,1796.657,99.234,0.0,1904.0,CITY OF LONDON INVESTMENT TRUST
HARBOURVEST GLOBAL PRIVATE EQUITY LIMITED,GBGG47907,9499,2007,6,2022,3115.47026679031,3114189.02674732,-52923.5714527952,57.6111735606835,1748.212176376,,3115.47026679031,1748.212176376,3114.18902674732,-52.9235714527952,0.057611173560683494,1904.0,HARBOURVEST GLOBAL PRIVATE EQUITY
HERALD INVESTMENT TRUST PLC,GB02879728,6430,1993,13,2022,1306.263,1305048.0,-405527.0,412.0,1107.926814886,,1306.263,1107.926814886,1305.048,-405.527,0.412,1904.0,HERALD INVESTMENT TRUST
TEMPLETON EMERGING MARKETS INVESTMENT TRUST PLC,GBSC118022,6430,1989,54,2022,2133.649,2017503.0,2522.0,6.0,1764.208550228,,2133.649,1764.208550228,2017.503,2.522,0.006,1904.0,TEMPLETON EMERGING MARKETS INVESTMENT TRUST
ICG ENTERPRISE TRUST PLC,GB01571089,6430,1981,16,2022,1372.186,1300619.0,164525.0,46.0,785.7441125,,1372.186,785.7441125,1300.619,164.525,0.046,1904.0,ICG ENTERPRISE TRUST
GCP INFRASTRUCTURE INVESTMENTS LIMITED,GBJE105775,6430,2010,9,2022,1103.497,998057.0,140319.0,60.0,865.332159941,,1103.497,865.332159941,998.057,140.319,0.06,1904.0,GCP INFRASTRUCTURE INVESTMENTS
THE MONKS INVESTMENT TRUST PLC,GB00236964,6430,1929,11,2022,2705.966,2479164.0,-623200.0,,2392.552249694,,2705.966,2392.552249694,2479.164,-623.2,,1904.0,MONKS INVESTMENT TRUST
NB PRIVATE EQUITY PARTNERS LIMITED,GBGG47214,9499,2009,32,2022,1169.47997760666,1101437.19883292,-90278.4502258092,,697.769952,,1169.47997760666,697.769952,1101.43719883292,-90.2784502258092,,1904.0,NB PRIVATE EQUITY PARTNERS
SCHRODER ASIAPACIFIC FUND PLC,GB03104981,6430,1995,35,2022,902.064,878187.0,-142179.0,,783.099468518,,902.064,783.099468518,878.187,-142.179,,1904.0,SCHRODER ASIAPACIFIC FUND
AVI GLOBAL TRUST PLC,GB00028203,6430,1889,17,2022,1101.281,969508.0,-111026.0,97.0,879.698287973,,1101.281,879.698287973,969.508,-111.026,0.097,1904.0,AVI GLOBAL TRUST
CAPITAL GEARING TRUST PLC,GBNI005574,6430,1963,18,2022,1273.459,1259719.0,-51390.0,12.0,1242.039494908,,1273.459,1242.039494908,1259.719,-51.39,0.012,1904.0,CAPITAL GEARING TRUST
PERSHING SQUARE HOLDINGS LIMITED,GBGG54602,9499,2012,6,2022,10732.3657690952,8186888.51427544,-971233.313640153,30.6596051176244,6196.053871466,,10732.3657690952,6196.053871466,8186.88851427544,-971.233313640153,0.030659605117624403,1904.0,PERSHING SQUARE
PRINCESS PRIVATE EQUITY HOLDING LIMITED,GBGG35241,6430,1999,6,2022,950.052488149444,893815.597321401,-15407.7184586474,-34.4691688112918,531.080958369,,950.052488149444,531.080958369,893.815597321401,-15.4077184586474,-0.0344691688112918,1904.0,PRINCESS PRIVATE EQUITY HOLDING
MERCANTILE INVESTMENT TRUST (THE) PLC,GB00020537,6619,1884,35,2022,2203.101,1865676.0,-275345.0,0.0,1655.219009494,,2203.101,1655.219009494,1865.676,-275.345,0.0,1904.0,MERCANTILE INVESTMENT TRUST
ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,GB11356069,9499,2018,11,2022,190.618,187386.0,9224.0,0.0,188.243426,,190.618,188.243426,187.386,9.224,0.0,1904.0,ASHOKA INDIA EQUITY INVESTMENT TRUST
ABERDEEN ASIA FOCUS PLC,GB03106339,6430,1995,13,2022,535.776,464396.0,-11022.0,0.0,401.016537683,,535.776,401.016537683,464.396,-11.022,0.0,1904.0,ABERDEEN ASIA FOCUS
THE EUROPEAN SMALLER COMPANIES TRUST PLC,GB02520734,6430,1990,13,2022,732.438,652464.0,-174712.0,,561.214036843,,732.438,561.214036843,652.464,-174.712,,1904.0,EUROPEAN SMALLER COMPANIES TRUST
EDINBURGH INVESTMENT TRUST PLC,GBSC001836,6430,1889,45,2022,1261.403,1139344.0,42243.0,148.0,1092.145049219,,1261.403,1092.145049219,1139.344,42.243,0.148,1904.0,EDINBURGH INVESTMENT TRUST
SEQUOIA ECONOMIC INFRASTRUCTURE INCOME FUND LIMITED,GBGG59596,9499,2014,13,2022,1835.233,1617853.0,-17949.0,72992.0,1394.794955356,,1835.233,1394.794955356,1617.853,-17.949,72.992,1904.0,SEQUOIA ECONOMIC INFRASTRUCTURE INCOME FUND
JPMORGAN AMERICAN INVESTMENT TRUST PLC,GB00015543,6430,1881,41,2022,1416.931,1304083.0,-143587.0,0.0,1294.086980483,,1416.931,1294.086980483,1304.083,-143.587,0.0,1904.0,JPMORGAN AMERICAN INVESTMENT TRUST
JPMORGAN GLOBAL GROWTH & INCOME PLC,GB00024299,6430,1887,28,2022,726.648,669413.0,-25563.0,0.0,657.701694936,,726.648,657.701694936,669.413,-25.563,0.0,1904.0,JPMORGAN GLOBAL GROWTH INCOME
THE MERCHANTS TRUST PLC,GB00028276,6430,1889,13,2022,923.002,812375.0,40186.0,0.0,828.197160787,1710.0,923.002,828.197160787,812.375,40.186,0.0,1904.0,MERCHANTS TRUST
TEMPLE BAR INVESTMENT TRUST PLC,GB00214601,6430,1926,7,2022,803.13,726346.0,-15969.0,31.0,700.798336882,,803.13,700.798336882,726.346,-15.969,0.031,1904.0,TEMPLE BAR INVESTMENT TRUST
YELLOW CAKE PLC,GBJE125612,0721,2018,7,2022,838.152626740867,836593.094118631,-83177.2279805543,0.0,731.401470958,,838.152626740867,731.401470958,836.593094118631,-83.17722798055429,0.0,1904.0,YELLOW CAKE
FORESIGHT SOLAR FUND LIMITED,GBJE113721,6619,2013,32,2022,772.004,771467.0,154471.0,,724.631009968,,772.004,724.631009968,771.467,154.471,,1904.0,FORESIGHT SOLAR FUND
THE RENEWABLES INFRASTRUCTURE GROUP LIMITED,GBGG56716,6619,2013,19,2022,3362.711,3342738.0,520710.0,,3227.67181221,,3362.711,3227.67181221,3342.738,520.71,,1904.0,RENEWABLES INFRASTRUCTURE
FORESIGHT ENVIRONMENTAL INFRASTRUCTURE LIMITED,GBGG57682,6619,2004,12,2022,817.086,814568.0,98300.0,,791.191336635,,817.086,791.191336635,814.568,98.3,,1904.0,FORESIGHT ENVIRONMENTAL INFRASTRUCTURE
TWENTYFOUR INCOME FUND LIMITED,GBGG56128,6619,2013,41,2022,775.879,724983.0,-22595.0,0.0,721.626840881,,775.879,721.626840881,724.983,-22.595,0.0,1904.0,TWENTYFOUR INCOME FUND
THE SCHIEHALLION FUND LIMITED,GBGG65915,9499,2019,6,2022,937.611301175388,935721.492397601,-259111.527351542,,,,937.611301175388,,935.721492397601,-259.111527351542,,1904.0,SCHIEHALLION FUND
BH MACRO LIMITED,GBGG46235,6430,2007,6,2022,1414.59274822838,1359337.51070261,92872.087091165,,,,1414.59274822838,,1359.33751070261,92.872087091165,,1904.0,BH MACRO
RUFFER INVESTMENT COMPANY LIMITED,GBGG41996,6430,2004,3,2022,974.955,952784.0,29610.0,,969.008292,,974.955,969.008292,952.784,29.61,,1904.0,RUFFER INVESTMENT
SCHRODER ORIENTAL INCOME FUND LIMITED,GBGG43298,9499,2005,24,2022,768.882,724147.0,17187.0,,689.576010761,,768.882,689.576010761,724.147,17.187,,1904.0,SCHRODER ORIENTAL INCOME FUND
SDCL EFFICIENCY INCOME TRUST PLC,GB11620959,9499,2018,52,2022,1128.7,1125400.0,-18600.0,1200.0,931.315575443,,1128.7,931.315575443,1125.4,-18.6,1.2,1904.0,SDCL EFFICIENCY INCOME TRUST
BAILLIE GIFFORD US GROWTH TRUST PLC,GB11194060,9499,2018,10,2022,624.953,584186.0,-322910.0,,512.658199994,,624.953,512.658199994,584.186,-322.91,,1904.0,BAILLIE GIFFORD US GROWTH TRUST
UTILICO EMERGING MARKETS TRUST PLC,GB11102129,6430,2005,22,2022,547.557,507374.0,5772.0,0.0,438.800610948,,547.557,438.800610948,507.374,5.772,0.0,1904.0,UTILICO EMERGING MARKETS TRUST
GEORGIA CAPITAL PLC,GB10852406,6619,2017,6,2022,864.452827988786,864025.628604446,-3727.03095325776,,327.24340115,,864.452827988786,327.24340115,864.025628604446,-3.72703095325776,,1904.0,GEORGIA CAPITAL
IMPAX ENVIRONMENTAL MARKETS PLC,GB04348393,6430,37263,45,2022,1329.642,1275938.0,-224270.0,121.0,1275.980780819,,1329.642,1275.980780819,1275.938,-224.27,0.121,2001.0,IMPAX ENVIRONMENTAL MARKETS
HG CAPITAL TRUST PLC,GB01525583,6430,1980,20,2022,2231.749,2089965.0,107484.0,,1604.338444883,,2231.749,1604.338444883,2089.965,107.484,,1904.0,HG CAPITAL TRUST
WORLDWIDE HEALTHCARE TRUST PLC,GB03023689,2120,1995,10,2022,2249.927,2150721.0,-8787.0,94.0,1950.636773422,,2249.927,1950.636773422,2150.721,-8.787,0.094,1904.0,WORLDWIDE HEALTHCARE TRUST
INVESCO ASIA DRAGON TRUST PLC,GB03011768,6430,1995,29,2022,259.916,252176.0,-18847.0,,222.287182463,,259.916,222.287182463,252.176,-18.847,,1904.0,INVESCO ASIA DRAGON TRUST
JPMORGAN INDIA GROWTH & INCOME PLC,GB02915926,6430,1994,25,2022,813.29,795249.0,44110.0,,635.693111534,,813.29,635.693111534,795.249,44.11,,1904.0,JPMORGAN INDIA GROWTH INCOME
ST. JAMES'S PLACE PLC,GB03183415,7010,35156,25,2022,151705.0,1260400.0,405000.0,10400.0,,2669.0,151705.0,,1260.4,405.0,10.4,1995.0,ST JAMES S PLACE
JPMORGAN EMERGING MARKETS GROWTH & INCOME PLC,GB02618994,6430,1991,54,2022,1375.179,1369306.0,-291921.0,,1229.037785686,,1375.179,1229.037785686,1369.306,-291.921,,1904.0,JPMORGAN EMERGING MARKETS GROWTH INCOME
THE BAILLIE GIFFORD JAPAN TRUST PLC,GBSC075954,6430,1981,18,2022,943.556,791006.0,-155474.0,,726.781791168,,943.556,726.781791168,791.006,-155.474,,1904.0,BAILLIE GIFFORD JAPAN TRUST
BLACKROCK GREATER EUROPE INVESTMENT TRUST PLC,GB05142459,6430,2004,51,2022,487.303,483799.0,-201365.0,,464.323868334,,487.303,464.323868334,483.799,-201.365,,1904.0,BLACKROCK GREATER EUROPE INVESTMENT TRUST
OCTOPUS APOLLO VCT PLC,GB05840377,6619,2006,33,2022,370.377,349493.0,34541.0,303.0,307.587966957,,370.377,307.587966957,349.493,34.541,0.303,1904.0,OCTOPUS APOLLO VCT
SHELL PLC,GB04366849,0610,37292,23,2021,301011.638695903,130509167.305913,14962782.3141814,194912180.242616,,82000.0,301011.638695903,,130509.167305913,14962.7823141814,194912.18024261598,2001.0,SHELL
GLENCORE PLC,GBJE107710,2399,2011,22,2021,94915.8933824818,27480276.3391191,3702546.10371316,151758983.072439,49466.91526619,81284.0,94915.8933824818,49466.91526619,27480.2763391191,3702.54610371316,151758.98307243898,1904.0,GLENCORE
BP P.L.C.,GB00102498,1920,3395,34,2021,213839.530419358,67320982.5238669,5629745.91523575,117682011.202338,65260.41170693,65900.0,213839.530419358,65260.41170693,67320.9825238669,5629.7459152357505,117682.01120233799,1908.0,BP
TESCO PLC,GB00445790,4711,17498,24,2021,49351.0,15644000.0,1481000.0,61376000.0,22115.61013628,345693.0,49351.0,22115.61013628,15644.0,1481.0,61376.0,1946.0,TESCO
HSBC HOLDINGS PLC,GB00617987,6420,21551,33,2021,2201830.62313454,153920662.58293,10937175.2918893,39152899.0677733,91084.797594828,220000.0,2201830.62313454,91084.797594828,153920.66258293,10937.1752918893,39152.899067773295,1958.0,HSBC
UNILEVER PLC,GB00041424,2042,21/06/1894,22,2021,63311.4690633939,16647556.6698951,5099821.24461641,44214750.4302634,101042.941065581,148044.0,63311.4690633939,101042.941065581,16647.5566698951,5099.82124461641,44214.7504302634,1894.0,UNILEVER
ASTRAZENECA PLC,GB02723534,2120,33772,33,2021,78430.1095949998,29244456.9313588,83370.5596332677,28236566.4157923,134456.987817342,83100.0,78430.1095949998,134456.987817342,29244.4569313588,83.37055963326769,28236.566415792302,1991.0,ASTRAZENECA
RIO TINTO PLC,GB00719885,0710,22735,23,2021,76593.7241430778,42124464.0147019,15701951.6509299,47934349.8891453,61059.039829106,49345.0,76593.7241430778,61059.039829106,42124.4640147019,15701.9516509299,47934.3498891453,1961.0,RIO TINTO
VODAFONE GROUP PLC,GB01833679,6190,30880,28,2021,130288.21595157,48269961.8238611,1891961.25313156,38591949.924181,35417.171331962,96941.0,130288.21595157,35417.171331962,48269.9618238611,1891.96125313156,38591.949924181,1983.0,VODAFONE
COMPASS GROUP PLC,GB04083914,5610,36798,19,2021,14868.0,4919000.0,357000.0,17918000.0,,478070.0,14868.0,,4919.0,357.0,17918.0,1999.0,COMPASS
GSK PLC,GB03888792,2120,36500,30,2021,79103.0,21342000.0,4385000.0,34548000.0,80841.046987898,90096.0,79103.0,80841.046987898,21342.0,4385.0,34548.0,1999.0,GSK
SAINSBURY (J) PLC,GB00185647,4711,8350,27,2021,26912.0,8423000.0,677000.0,30115000.0,5802.113133142,117.0,26912.0,5802.113133142,8423.0,677.0,30115.0,1921.0,SAINSBURY J
IMPERIAL BRANDS PLC,GB03236483,1200,35283,21,2021,29090.0,5940000.0,2834000.0,32791000.0,14749.770290188,30300.0,29090.0,14749.770290188,5940.0,2834.0,32791.0,1995.0,IMPERIAL BRANDS
BARCLAYS PLC,GB00048839,6420,20/07/1896,36,2021,1384285.0,70041000.0,7056000.0,22200000.0,31323.719948193,81600.0,1384285.0,31323.719948193,70041.0,7056.0,22200.0,1896.0,BARCLAYS
BAE SYSTEMS PLC,GB01470151,3030,29220,22,2021,27135.0,7668000.0,1758000.0,19977000.0,17412.893318438,82000.0,27135.0,17412.893318438,7668.0,1758.0,19977.0,1979.0,BAE SYSTEMS
BRITISH AMERICAN TOBACCO PLC,GB03407696,1200,35634,25,2021,137365.0,67401000.0,6801000.0,25880000.0,62725.282652436,52050.0,137365.0,62725.282652436,67401.0,6801.0,25880.0,1996.0,BRITISH AMERICAN TOBACCO
AVIVA PLC,GB02468686,6511,2000,46,2021,358474.0,19202000.0,2036000.0,14390000.0,15455.35817912,27463.0,358474.0,15455.35817912,19202.0,2036.0,14390.0,1904.0,AVIVA
ROLLS-ROYCE HOLDINGS PLC,GB07524813,3030,40584,43,2021,28674.0,-4636000.0,120000.0,11583000.0,10282.102670962,44000.0,28674.0,10282.102670962,-4636.0,120.0,11583.0,2010.0,ROLLS ROYCE
BT GROUP PLC,GB04190816,6190,36980,29,2021,49774.0,15296000.0,1274000.0,21091000.0,18085.959496604,98400.0,49774.0,18085.959496604,15296.0,1274.0,21091.0,2000.0,BT
CENTRICA PLC,GB03033654,3522,1995,19,2021,27086.0,2750000.0,1210000.0,14744000.0,4205.228323918,19704.0,27086.0,4205.228323918,2750.0,1210.0,14744.0,1904.0,CENTRICA
ASSOCIATED BRITISH FOODS PLC,GB00293262,1089,12712,11,2021,16895.0,10004000.0,478000.0,13904000.0,14962.6417567,127912.0,16895.0,14962.6417567,10004.0,478.0,13904.0,1933.0,ASSOCIATED BRITISH FOODS
LLOYDS BANKING GROUP PLC,GBSC095000,6420,31341,29,2021,886525.0,53152000.0,5885000.0,16324000.0,33948.798468677,65076.0,886525.0,33948.798468677,53152.0,5885.0,16324.0,1984.0,LLOYDS BANKING
NATIONAL GRID PLC,GB04031152,3522,36718,50,2021,94860.0,23856000.0,2353000.0,20039000.0,42733.313149246,29450.0,94860.0,42733.313149246,23856.0,2353.0,20039.0,1999.0,NATIONAL GRID
MARKS AND SPENCER GROUP PLC,GB04256886,4719,37095,21,2021,8637.4,2285800.0,-198000.0,9168100.0,2981.725727265,69577.0,8637.4,2981.725727265,2285.8,-198.0,9168.1,2000.0,MARKS AND SPENCER
ANGLO AMERICAN PLC,GB03564138,0710,35929,26,2021,49117.914083939,25882092.4861493,6373381.53196462,32252496.498127,40509.091451813,62000.0,49117.914083939,40509.091451813,25882.0924861493,6373.38153196462,32252.496498127,1997.0,ANGLO AMERICAN
NATWEST GROUP PLC,GBSC045551,6420,24922,35,2021,781992.0,41803000.0,3312000.0,10763000.0,25468.620625856,57800.0,781992.0,25468.620625856,41803.0,3312.0,10763.0,1967.0,NATWEST
STANDARD CHARTERED PLC,GB00966425,6420,25525,30,2021,616211.160129396,39181185.5076489,1721750.93242632,11089028.8112213,13806.769210441,81957.0,616211.160129396,13806.769210441,39181.1855076489,1721.7509324263199,11089.0288112213,1968.0,STANDARD CHARTERED
DIAGEO PLC,GB00023307,1101,21/10/1886,23,2021,31953.0,8431000.0,2660000.0,12747000.0,80890.016604535,27783.0,31953.0,80890.016604535,8431.0,2660.0,12747.0,1886.0,DIAGEO
RECKITT BENCKISER GROUP PLC,GB06270876,7010,39239,35,2021,26946.0,7453000.0,-32000.0,13234000.0,45308.001929508,41800.0,26946.0,45308.001929508,7453.0,-32.0,13234.0,2006.0,RECKITT BENCKISER
NATIONAL WESTMINSTER BANK PLC - NATWEST,GB00929027,6419,25569,17,2021,434563.0,20737000.0,2907000.0,9305000.0,,51900.0,434563.0,,20737.0,2907.0,9305.0,1969.0,NATIONAL WESTMINSTER BANK NATWEST
WPP PLC (NEW),GBJE111714,7311,2005,49,2021,27870.8,4069000.0,637700.0,12801100.0,12913.292445579,109382.0,27870.8,12913.292445579,4069.0,637.7,12801.1,1904.0,WPP NEW
KINGFISHER PLC,GB01664812,4719,30210,23,2021,12352.0,6778000.0,843000.0,13209000.0,6838.43031519,82000.0,12352.0,6838.43031519,6778.0,843.0,13209.0,1981.0,KINGFISHER
JD SPORTS FASHION PLC,GB01888425,4764,31099,15,2021,7068.6,2339600.0,369700.0,8590200.0,9746.879480675,72668.0,7068.6,9746.879480675,2339.6,369.7,8590.2,1984.0,JD SPORTS FASHION
JOHNSON MATTHEY PLC,GB00033774,2059,04/11/1891,16,2021,6666.0,2441000.0,-101000.0,16189000.0,3478.934971671,13430.0,6666.0,3478.934971671,2441.0,-101.0,16189.0,1891.0,JOHNSON MATTHEY
BUNZL PLC,GB00358948,4639,14632,21,2021,7114.1,2203900.0,442800.0,10285100.0,9733.955393307,21021.0,7114.1,9733.955393307,2203.9,442.8,10285.1,1939.0,BUNZL
HALEON PLC,GB13691224,2120,44489,29,2021,,,,,,,,,,,,2020.0,HALEON
EASYJET PLC,GB03959649,5110,36609,21,2021,9773.0,2639000.0,-858000.0,1543000.0,5024.09028088,12389.0,9773.0,5024.09028088,2639.0,-858.0,1543.0,1999.0,EASYJET
SSE PLC,GBSC117119,3511,32599,24,2021,25755.5,9169400.0,3077700.0,8910600.0,18668.071018894,10754.0,25755.5,18668.071018894,9169.4,3077.7,8910.6,1988.0,SSE
RELX PLC,GB00077536,6311,1244,20,2021,13858.0,3224000.0,1471000.0,7244000.0,46469.62343936,33500.0,13858.0,46469.62343936,3224.0,1471.0,7244.0,1902.0,RELX
BALFOUR BEATTY PLC,GB00395826,4299,16588,21,2021,4846.0,1376000.0,140000.0,7211000.0,1675.241731606,18157.0,4846.0,1675.241731606,1376.0,140.0,7211.0,1944.0,BALFOUR BEATTY
LONDON STOCK EXCHANGE GROUP PLC,GB05369106,8411,2005,22,2021,787109.0,25519000.0,3263000.0,6886000.0,35436.481092813,23868.0,787109.0,35436.481092813,25519.0,3263.0,6886.0,1904.0,LONDON STOCK EXCHANGE
QUILTER PLC,GB06404270,6420,39374,19,2021,50740.0,1739000.0,154000.0,4686000.0,2458.902653792,3849.0,50740.0,2458.902653792,1739.0,154.0,4686.0,2006.0,QUILTER
CURRYS PLC,GB07105905,6190,40162,19,2021,6880.0,2381000.0,12000.0,10351000.0,1624.876618886,35046.0,6880.0,1624.876618886,2381.0,12.0,10351.0,2009.0,CURRYS
LEGAL & GENERAL GROUP PLC,GB01417162,6511,1836,31,2021,582638.0,10981000.0,2043000.0,6971000.0,17761.986486192,10743.0,582638.0,17761.986486192,10981.0,2043.0,6971.0,1904.0,LEGAL GENERAL
COMPUTACENTER PLC,GB03110569,6209,34974,26,2021,2713.9,744800.0,185300.0,5034500.0,3570.219973802,17992.0,2713.9,3570.219973802,744.8,185.3,5034.5,1994.0,COMPUTACENTER
INCHCAPE PLC,GB00609782,4511,21412,19,2021,3558.1,1130500.0,117000.0,7640100.0,3491.13347861,14553.0,3558.1,3491.13347861,1130.5,117.0,7640.1,1957.0,INCHCAPE
